,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,age_bins
11745,Oct,2,Monday,Pontiac,Urban,Monday,Oct,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11746,Oct,2,Friday,Honda,Urban,Tuesday,Oct,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,young
11747,Aug,1,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11748,Feb,4,Monday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,middle
11749,Dec,5,Thursday,Toyota,Urban,Friday,Jan,2,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,700,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,middle
11750,Jan,4,Wednesday,Accura,Urban,Wednesday,Feb,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,middle
11751,Jul,3,Monday,Toyota,Urban,Monday,Aug,3,Female,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11752,Jul,2,Thursday,Chevrolet,Rural,Monday,Jul,3,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11753,Apr,5,Thursday,Chevrolet,Urban,Wednesday,May,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,400,4,8 to 15,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11754,Aug,5,Monday,Honda,Urban,Wednesday,Sep,5,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,Yes,External,none,no change,1 vehicle,1996,Collision,middle
11755,Oct,1,Saturday,Honda,Urban,Friday,Oct,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,middle
11756,Dec,2,Wednesday,Mazda,Urban,Friday,Dec,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11757,Jun,2,Wednesday,Pontiac,Urban,Wednesday,Jun,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11758,Aug,3,Tuesday,Honda,Rural,Wednesday,Aug,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11759,Oct,3,Sunday,Pontiac,Urban,Wednesday,Oct,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,young
11760,Oct,3,Sunday,Toyota,Urban,Monday,Oct,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,young
11761,Oct,3,Friday,Chevrolet,Urban,Monday,Oct,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11762,Apr,4,Sunday,Honda,Urban,Thursday,May,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,middle
11763,Jan,4,Monday,Honda,Urban,Monday,Jan,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11764,Mar,5,Wednesday,Pontiac,Urban,Friday,Apr,1,Female,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,middle
11765,May,2,Friday,Accura,Urban,Wednesday,Jun,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11766,May,3,Saturday,Honda,Urban,Monday,May,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11767,Sep,4,Thursday,Honda,Urban,Friday,Sep,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision,young
11768,Sep,3,Tuesday,Toyota,Urban,Friday,Sep,4,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11769,Apr,4,Monday,Toyota,Urban,Monday,May,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,middle
11770,Oct,3,Sunday,Mazda,Rural,Tuesday,Oct,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11771,Oct,1,Wednesday,Toyota,Urban,Monday,Oct,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,young
11772,Dec,4,Wednesday,Toyota,Urban,Thursday,Dec,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,young
11773,Nov,2,Tuesday,Toyota,Rural,Thursday,Nov,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11774,May,5,Tuesday,Mazda,Urban,Friday,Jun,1,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11775,Jun,1,Thursday,Toyota,Urban,Friday,Jun,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1996,Collision,young
11776,Jun,1,Thursday,Chevrolet,Urban,Monday,Jun,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11777,Jun,1,Friday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,young
11778,Jan,3,Sunday,Pontiac,Urban,Tuesday,Jan,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11779,Mar,4,Wednesday,Honda,Urban,Wednesday,Apr,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11780,Jun,2,Tuesday,Nisson,Rural,Thursday,Jun,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,2 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11781,Sep,4,Tuesday,Chevrolet,Urban,Wednesday,Sep,5,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,500,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,2 to 3 years,2 vehicles,1996,Collision,middle
11782,Apr,4,Monday,Chevrolet,Urban,Tuesday,Apr,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11783,Nov,3,Friday,Pontiac,Urban,Monday,Nov,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,old
11784,Jan,4,Monday,Pontiac,Urban,Friday,Jan,4,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11785,Jan,4,Tuesday,Toyota,Urban,Thursday,Jan,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11786,Jun,1,Monday,Toyota,Urban,Wednesday,Jun,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,middle
11787,May,4,Thursday,Dodge,Urban,Wednesday,Jun,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11788,Dec,3,Saturday,Pontiac,Urban,Thursday,Dec,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,young
11789,Oct,2,Tuesday,Mazda,Urban,Tuesday,Oct,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11790,Apr,4,Monday,Toyota,Urban,Monday,May,1,Male,Single,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,young
11791,Oct,2,Sunday,Honda,Urban,Thursday,Oct,2,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11792,Jun,2,Friday,Pontiac,Urban,Monday,Jun,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11793,Apr,3,Thursday,Pontiac,Urban,Wednesday,Apr,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11794,Aug,4,Thursday,Mazda,Urban,Friday,Aug,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,middle
11795,Aug,4,Friday,Toyota,Urban,Monday,Sep,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11796,Feb,2,Friday,Honda,Urban,Tuesday,Feb,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11797,Feb,3,Friday,Pontiac,Urban,Tuesday,Feb,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11798,Mar,5,Thursday,Honda,Urban,Friday,Jun,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Collision,middle
11799,Mar,4,Wednesday,Honda,Rural,Thursday,Mar,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11800,May,3,Friday,Toyota,Urban,Tuesday,Jun,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,young
11801,Apr,4,Monday,Toyota,Rural,Tuesday,Apr,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,young
11802,Sep,1,Wednesday,Mazda,Urban,Thursday,Sep,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,middle
11803,Aug,2,Wednesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11804,May,2,Monday,Mazda,Urban,Tuesday,May,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11805,Jan,1,Tuesday,Pontiac,Urban,Thursday,Jan,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11806,Jun,5,Thursday,Pontiac,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,5 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,old
11807,Apr,4,Monday,Honda,Urban,Tuesday,Apr,4,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11808,Feb,4,Wednesday,Honda,Rural,Thursday,Feb,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1996,Collision,young
11809,Nov,5,Thursday,Honda,Urban,Friday,Dec,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11810,Apr,4,Tuesday,Pontiac,Urban,Wednesday,Apr,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,middle
11811,Apr,2,Tuesday,Mazda,Rural,Wednesday,Apr,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11812,Dec,4,Friday,Toyota,Urban,Tuesday,Dec,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,young
11813,Nov,1,Wednesday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,old
11814,Jul,5,Saturday,Honda,Urban,Wednesday,Aug,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11815,Jun,3,Monday,Toyota,Urban,Tuesday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11816,Jan,4,Thursday,Toyota,Urban,Thursday,Jan,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,middle
11817,Apr,4,Tuesday,Mazda,Urban,Friday,May,1,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,2,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11818,Jul,1,Saturday,Honda,Urban,Tuesday,Aug,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11819,Jan,5,Sunday,Toyota,Urban,Wednesday,Feb,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11820,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11821,Oct,3,Wednesday,Pontiac,Rural,Thursday,Nov,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11822,Nov,4,Wednesday,Honda,Rural,Tuesday,Nov,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,middle
11823,Oct,3,Wednesday,Pontiac,Rural,Tuesday,Oct,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,middle
11824,Sep,4,Friday,Toyota,Urban,Wednesday,Oct,4,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,none,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11825,Jan,5,Saturday,VW,Urban,Monday,Feb,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,old
11826,Jan,5,Monday,Chevrolet,Urban,Wednesday,Feb,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,old
11827,Jan,4,Sunday,Ford,Urban,Tuesday,Jan,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision,young
11828,Jan,4,Saturday,Toyota,Rural,Monday,Jan,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11829,Jan,4,Saturday,Pontiac,Urban,Friday,Feb,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,young
11830,Jan,2,Thursday,Pontiac,Urban,Thursday,Jan,2,Female,Single,Policy Holder,Sedan - Liability,Sport,less than 20000,0,400,2,more than 30,more than 30,1,7 years,over 65,No,No,External,more than 5,1 year,1 vehicle,1996,Liability,old
11831,Apr,4,Tuesday,Pontiac,Urban,Thursday,Apr,4,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11832,Aug,2,Tuesday,Mazda,Urban,Wednesday,Aug,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,500,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,young
11833,Jul,3,Tuesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11834,Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,middle
11835,Feb,1,Friday,Toyota,Urban,Tuesday,Feb,2,Male,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11836,Jan,3,Monday,Toyota,Urban,Thursday,Jan,4,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11837,Jan,3,Friday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11838,Jan,3,Friday,Toyota,Urban,Friday,Jan,5,Female,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11839,Mar,2,Monday,Honda,Urban,Tuesday,Mar,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11840,Mar,2,Monday,Toyota,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11841,Jan,5,Friday,Mercury,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Utility - All Perils,Utility,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11842,Jan,5,Sunday,Toyota,Urban,Friday,Feb,1,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11843,Jun,2,Sunday,Pontiac,Rural,Tuesday,Jun,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,middle
11844,Jan,3,Wednesday,Toyota,Urban,Friday,Jan,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,young
11845,Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,young
11846,Mar,5,Tuesday,Chevrolet,Rural,Wednesday,Mar,5,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11847,Mar,3,Friday,Accura,Urban,Tuesday,Mar,4,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11848,Mar,2,Saturday,Pontiac,Urban,Monday,Mar,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11849,Jul,4,Monday,Accura,Urban,Tuesday,Aug,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,All Perils,young
11850,Nov,2,Sunday,Pontiac,Urban,Tuesday,Nov,3,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11851,Oct,5,Saturday,Pontiac,Urban,Monday,Oct,5,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
